# Constructed from biom file
OTU_ID	NAS_CST_1	NAS_CST_2	NAS_CST_3	NAS_CST_4	NAS_CST_5	NAS_CST_6	NAS_CST_7	REC_CST_1	REC_CST_2	REC_CST_3	REC_CST_4	REC_CST_5	REC_CST_6	THR_CST_1	THR_CST_2	THR_CST_3	THR_CST_4	THR_CST_5	THR_CST_6
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Paludibacter;s__	0.0	0.0	0.0	2.92849136571e-07	0.0	2.48060117105e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.22247246837e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__	0.0	8.78060567916e-08	6.7249784021e-06	5.85698273142e-07	1.28316526542e-05	8.70849347285e-06	0.0	0.000371689172047	2.42205343722e-06	0.00118508249009	0.00251030605286	0.00153069279873	0.00055977016121	0.0	1.02520450633e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__distasonis	0.0	4.30249678279e-06	1.75434219185e-06	2.48921766085e-05	0.0	2.37504367441e-06	0.0	0.00138030632865	0.000680050100566	0.00218488329986	0.00616371097586	0.00249104229062	0.00831344117331	0.0	7.32288933093e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__	1.37713734112e-05	0.00063738416625	0.00225676630291	0.00150055897579	0.00714723052837	0.0046236822466	4.64108121892e-05	0.00282596135024	0.000525273072852	0.015688713862	0.00937270765027	0.0247457777696	0.00110911521854	0.000887654595844	0.00152521138985	0.0232235058228	0.0226304476225	0.00299214029915	4.81084627159e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__endodontalis	0.0	0.0	1.75434219185e-06	2.75278188377e-05	1.29774668889e-05	0.00105557496641	0.0	0.0	6.25046048314e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella;s__	0.0	0.0	0.0	1.024971978e-06	5.54094091884e-06	9.23628095606e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.85831146474e-07	6.61547438163e-05	8.06875873443e-07	1.24699858925e-05	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;Other	0.0	0.0	2.92390365309e-07	2.049943956e-06	0.0	0.0	0.0	0.0	0.0	0.0	1.65517904057e-05	3.8385009857e-05	1.24522074144e-05	0.0	0.0	1.70172974447e-06	0.0	1.64078761744e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__	4.84612887129e-05	4.10054285217e-05	0.000117151073034	0.00165723326385	0.000771940558536	0.000447563785756	3.97806961622e-05	0.0652211496363	0.0138321127877	0.0579124467067	0.0320882090318	0.158145878488	0.018635162775	4.7341578445e-05	0.000131372634597	0.000550509572336	0.000205148190823	0.00317459588221	6.17756396239e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__copri	2.00469359784e-06	2.37076353337e-06	6.30588554516e-05	1.46424568285e-05	3.55786732684e-05	0.000304269484067	3.06005355094e-06	3.54834531787e-06	2.65644570534e-06	0.000183294745402	0.0270538281801	0.00454126050578	2.02710353258e-06	0.0	8.78746719712e-07	0.0	0.0	0.0	3.28012245791e-06
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__intermedia	0.0	1.22928479508e-06	7.79707640823e-07	0.0	6.54705913832e-05	8.44459973125e-06	0.0	0.0	3.12523024157e-07	0.0	1.61123623418e-06	0.0	0.0	4.26500706712e-07	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__melaninogenica	4.56721497942e-05	0.000312150531894	0.00221602657867	0.00821925029157	0.00618908519211	0.00277668994913	0.00073492286115	0.00184257687145	0.00152269030445	0.0032738478137	0.00027493549196	0.000100549412613	0.00025396711401	0.00268098344239	0.00968232427336	0.0142536883397	0.00249748254727	0.0529157288198	0.00059233544719
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__nanceiensis	4.35802956051e-07	1.56294781089e-05	0.000476986149273	0.000244675453605	0.00143131252788	0.00285216355923	3.00905265842e-05	2.95695443156e-07	0.0	1.85033313447e-05	2.7830444045e-06	7.24245469e-06	2.89586218939e-07	7.46376236745e-07	0.000836713334952	0.00275978021309	0.00129463233894	0.000874867957616	1.09337415264e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__pallens	0.0	6.14642397541e-07	6.9199053123e-06	1.88887693088e-05	0.000174685453178	1.42502620465e-05	5.10008925156e-07	0.0	2.34392268118e-07	0.00037577906476	0.000234508110084	4.82830312666e-07	8.68758656818e-07	0.0	8.78746719712e-07	0.000154644690529	1.63392364372e-05	0.00031339043493	2.73343538159e-07
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__stercorea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__;s__	0.0	1.63319265632e-05	0.0	0.000112600493012	8.01978290885e-06	1.00279621809e-05	0.0	5.72663508245e-05	5.46915292275e-07	0.000734917549652	0.00544026590671	0.000569981184103	0.000384570498751	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__;s__	0.0	4.39030283958e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.96733727376e-07	2.84163481301e-05	0.000809223604029	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Barnesiellaceae];g__;s__	0.0	0.0	0.0	0.0	0.0	4.75008734883e-06	0.0	9.85651477186e-08	0.0	3.72550295532e-07	0.000356376159797	8.02705394808e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Butyricimonas;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.97130295437e-07	1.56261512079e-07	0.0	0.000574186003454	9.17377594066e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter;s__	0.0	0.000209505251505	3.89853820411e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000182802074569	7.36316226816e-05	0.000153191109819	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.03537890833e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__Paraprevotella;s__	1.49916216882e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000116155484883	9.17377594066e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella];s__	1.55145852354e-05	0.000351575451393	0.00324153705327	0.00135940569196	0.0115274901389	0.00607588950663	0.000160652811424	1.97130295437e-06	2.34392268118e-07	6.2091715922e-07	1.90418827676e-06	3.52466128246e-05	0.0	3.20941781801e-05	0.00164662489495	0.0206160304218	0.0425586679448	0.0101134867163	5.3301989941e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella];s__tannerae	0.0	5.26836340749e-07	3.80107474901e-06	2.48921766085e-06	2.1872135206e-06	1.84725619121e-06	0.0	0.0	0.0	8.69284022907e-07	0.0	0.0	0.0	0.0	0.0	2.12716218059e-07	1.21031381016e-06	9.84472570461e-07	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;Other;Other;Other	0.0	0.0	9.74634551029e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	0.0	0.0	2.24165946737e-06	0.0	0.0	0.0	0.0	0.0	3.12523024157e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;Other;Other	0.0	0.0	0.0	2.78206679742e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__;s__	0.0	8.78060567916e-07	0.0	3.51418963885e-06	0.0	1.31946870801e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter;s__	0.0	0.0	0.0	1.18603900311e-05	6.38666348014e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.77225459363e-06	0.0	4.25432436118e-07	8.06875873443e-07	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Dyadobacter;s__	5.75259901988e-06	3.51224227166e-07	1.15006877021e-05	2.48921766085e-06	5.83256938826e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36671769079e-06
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter;s__	0.0	2.19515141979e-06	2.41709368655e-05	3.33848015691e-05	1.86642220424e-05	8.18070598965e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18674830527e-06
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Pontibacter;s__	0.0	3.51224227166e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Rhodocytophaga;s__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Rudanella;s__	0.0	0.0	1.5204298996e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma;s__	0.0	3.42443621487e-06	4.87317275514e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__;s__	2.78913891873e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Fluviicola;s__	0.0	0.0	0.0	3.80703877542e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.06875873443e-07	3.28157523487e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;Other;Other	0.0	2.01953930621e-06	4.19092856942e-06	1.96208921503e-05	1.12276960724e-05	1.05557496641e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	0.0	0.0	0.0	0.0	0.0	0.0	4.59008032641e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aequorivita;s__	0.0	0.0	0.0	0.0	1.45814234706e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenibacter;s__	0.0	0.0	0.0	0.0	1.10818818377e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;Other	0.0	3.65273196253e-05	2.82644019798e-06	0.0	6.56164056179e-05	3.58895488578e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.92915573237e-06	1.59537163544e-05	0.0	3.60973275836e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__	2.98960827851e-05	1.72099871311e-05	9.69761378274e-05	7.26265858696e-05	0.00156429510993	0.000537023764159	1.02001785031e-06	0.0	3.12523024157e-07	0.0	0.0	0.0	0.0	2.13250353356e-07	0.00011218666455	0.00174299669077	0.00040242934188	5.87401967042e-05	2.73343538159e-07
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__canimorsus	0.0	5.1805573507e-06	1.85180564695e-06	2.78206679742e-06	5.83256938826e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__ochracea	0.0	0.0	6.8224418572e-07	0.0	4.81186974531e-06	2.82366303514e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.65778385012e-06	2.01718968361e-07	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;Other	0.0	0.0	6.627514947e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__	1.30740886815e-06	1.40489690866e-06	0.000429423983183	0.000135003451959	2.04139928589e-05	5.27787483203e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__frigidarium	3.83506601325e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__succinicans	0.0	8.16596328161e-06	6.43258803679e-06	2.16708361062e-05	4.34526419425e-05	3.43061864082e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gelidibacter;s__	0.0	1.14147873829e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gillisia;s__	0.0	0.0	2.72897674288e-06	1.05425689166e-05	5.83256938826e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides;s__odoratimimus	0.0	7.02448454332e-07	0.0	1.71316744894e-05	8.74885408238e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salinimicrobium;s__	0.0	3.51224227166e-07	0.0	2.92849136571e-07	9.33211102121e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];Other;Other	3.13778128357e-06	3.42443621487e-06	6.10121228944e-05	0.0	4.22861280649e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__;s__	1.72577970596e-05	0.000229964062737	0.00143066605746	0.00102145778836	0.00330138008799	0.00189053476483	0.000127502231289	0.0	0.0	0.0	0.0	0.0	0.0	0.000253341419787	0.00187055885069	0.0040496913594	0.00282870509332	0.0013342884905	0.000320085283184
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Chryseobacterium;s__	2.44049655389e-05	6.87521424678e-05	0.000708851708963	0.00102702192195	0.00145726746166	0.00181981124208	2.04003570062e-06	9.85651477186e-08	1.05476520653e-05	0.0	1.46476021289e-07	0.0	2.02710353258e-06	0.0	1.17166229295e-06	4.25432436118e-06	1.81547071525e-06	1.96894514092e-06	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Cloacibacterium;s__	6.3017107445e-05	1.86148840398e-05	7.79707640823e-07	2.81135171108e-05	1.74977081648e-05	3.45700801498e-05	0.0	0.0	0.0	0.0	4.39428063868e-07	0.0	2.89586218939e-07	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Ornithobacterium;s__	0.0	0.0	4.87317275514e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.78746719712e-07	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__Wautersiella;s__	5.22963547262e-07	1.75612113583e-07	4.59052873535e-05	0.000166777583277	6.12419785767e-06	6.33344979844e-06	0.0	0.0	3.12523024157e-07	0.0	0.0	0.0	0.0	0.0	1.02520450633e-06	4.89247301535e-06	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__;g__;s__	7.84445320893e-07	0.0	0.0	3.80703877542e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;Other;Other	0.0	0.0	1.94926910206e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__;s__	0.0	0.000116430831306	7.40722258782e-06	2.59171485865e-05	3.79117010237e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__	5.14247488141e-06	7.55132088407e-06	3.80107474901e-05	1.46424568285e-05	4.81186974531e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;s__cryoconitis	0.0	0.0	0.0	0.0	5.83256938826e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__	3.57358423962e-06	1.14147873829e-06	1.73484950083e-05	7.08694910502e-05	1.79351508689e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.82680953422e-06
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__faecium	0.0	1.75612113583e-07	1.75434219185e-06	8.93189866541e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__mizutaii	0.0	0.0	1.46195182654e-05	7.76050211913e-06	1.56021231136e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Sphingobacterium;s__multivorum	4.35802956051e-07	6.40984214578e-06	3.22604036391e-05	5.84234027459e-05	3.64535586766e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19074327088e-06	0.0	9.84472570461e-07	0.0
k__Bacteria;p__Bacteroidetes;c__VC2_1_Bac22;o__;f__;g__;s__	0.0	0.0	1.00387358756e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Rhodothermi];o__[Rhodothermales];f__Rhodothermaceae;g__Rubricoccus;s__	0.0	3.1610180445e-06	4.19092856942e-06	5.71055816313e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__;g__;s__	0.0	5.26836340749e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;Other;Other	0.0	0.0	1.94926910206e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__;s__	1.49916216882e-05	3.9600531613e-05	4.41509451616e-05	5.46163639705e-05	5.13266106166e-05	1.87364556537e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06625176678e-07	1.46457786619e-06	0.0	0.0	2.6252601879e-06	7.38027553029e-06
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Flavisolibacter;s__	5.22963547262e-07	0.0	7.79707640823e-07	0.0	1.02069964294e-06	1.05557496641e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Sediminibacterium;s__	0.0	0.0	4.87317275514e-07	8.78547409713e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Chitinophagaceae;g__Segetibacter;s__	0.0	3.0732119877e-06	4.09346511432e-06	1.90351938771e-06	0.0	0.0	0.0	0.0	1.09383058455e-06	0.0	0.0	0.0	2.89586218939e-07	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__[Saprospirae];o__[Saprospirales];f__Saprospiraceae;g__;s__	0.0	0.0	1.94926910206e-06	2.049943956e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chlorobi;c__OPB56;o__;f__;g__;s__	0.0	0.0	9.84380896539e-06	0.0	1.03528106642e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41203277853e-06	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;Other;Other;Other;Other	0.0	0.0	0.0	1.024971978e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenscatenales;f__Ardenscatenaceae;g__Ardenscatena;s__	0.0	3.51224227166e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__;s__	0.0	0.0	0.0	0.0	5.39512668414e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__GCA004;f__;g__;s__	0.0	0.0	3.89853820411e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SBR1031;f__A4b;g__;s__	0.0	2.63418170375e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
