SampleID	k__Bacteria|Other|Other	k__Bacteria|p__Acidobacteria|c__Acidobacteria-6	k__Bacteria|p__Acidobacteria|c__Acidobacteriia	k__Bacteria|p__Acidobacteria|c__Solibacteres	k__Bacteria|p__Acidobacteria|c__Sva0725	k__Bacteria|p__Acidobacteria|c__[Chloracidobacteria]	k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	k__Bacteria|p__Actinobacteria|c__Actinobacteria	k__Bacteria|p__Actinobacteria|c__Coriobacteriia	k__Bacteria|p__Actinobacteria|c__MB-A2-108	k__Bacteria|p__Actinobacteria|c__Nitriliruptoria	k__Bacteria|p__Actinobacteria|c__OPB41	k__Bacteria|p__Actinobacteria|c__Thermoleophilia	k__Bacteria|p__Armatimonadetes|c__	k__Bacteria|p__Bacteroidetes|Other	k__Bacteria|p__Bacteroidetes|c__	k__Bacteria|p__Bacteroidetes|c__Bacteroidia	k__Bacteria|p__Bacteroidetes|c__Cytophagia	k__Bacteria|p__Bacteroidetes|c__Flavobacteriia	k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	k__Bacteria|p__Bacteroidetes|c__VC2_1_Bac22	k__Bacteria|p__Bacteroidetes|c__[Rhodothermi]	k__Bacteria|p__Bacteroidetes|c__[Saprospirae]	k__Bacteria|p__Chlorobi|c__OPB56	k__Bacteria|p__Chloroflexi|c__Anaerolineae	k__Bacteria|p__Chloroflexi|c__C0119	k__Bacteria|p__Chloroflexi|c__Ktedonobacteria	k__Bacteria|p__Chloroflexi|c__S085	k__Bacteria|p__Chloroflexi|c__TK10	k__Bacteria|p__Chloroflexi|c__Thermomicrobia	k__Bacteria|p__Cyanobacteria|Other	k__Bacteria|p__Cyanobacteria|c__	k__Bacteria|p__Cyanobacteria|c__4C0d-2	k__Bacteria|p__Cyanobacteria|c__Chloroplast	k__Bacteria|p__Cyanobacteria|c__ML635J-21	k__Bacteria|p__Cyanobacteria|c__Nostocophycideae	k__Bacteria|p__Cyanobacteria|c__Oscillatoriophycideae	k__Bacteria|p__Cyanobacteria|c__Synechococcophycideae	k__Bacteria|p__Elusimicrobia|c__Elusimicrobia	k__Bacteria|p__FBP|c__	k__Bacteria|p__Firmicutes|Other	k__Bacteria|p__Firmicutes|c__Bacilli	k__Bacteria|p__Firmicutes|c__Clostridia	k__Bacteria|p__Firmicutes|c__Erysipelotrichi	k__Bacteria|p__Fusobacteria|c__Fusobacteriia	k__Bacteria|p__Gemmatimonadetes|c__Gemm-1	k__Bacteria|p__Gemmatimonadetes|c__Gemm-3	k__Bacteria|p__Gemmatimonadetes|c__Gemm-5	k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes	k__Bacteria|p__Nitrospirae|c__Nitrospira	k__Bacteria|p__Planctomycetes|c__Phycisphaerae	k__Bacteria|p__Planctomycetes|c__Planctomycetia	k__Bacteria|p__Proteobacteria|Other	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	k__Bacteria|p__Proteobacteria|c__TA18	k__Bacteria|p__SR1|c__	k__Bacteria|p__Spirochaetes|c__Spirochaetes	k__Bacteria|p__Synergistetes|c__Synergistia	k__Bacteria|p__TM7|c__	k__Bacteria|p__TM7|c__TM7-1	k__Bacteria|p__TM7|c__TM7-3	k__Bacteria|p__Tenericutes|c__Mollicutes	k__Bacteria|p__Verrucomicrobia|c__Opitutae	k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	k__Bacteria|p__WPS-2|c__	k__Bacteria|p__WS3|c__PRR-12	k__Bacteria|p__[Thermi]|c__Deinococci
K160RV9Q.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00137124711316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000216512702079	0.0	0.000577367205543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.995020207852	0.00137124711316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00137124711316	7.21709006928e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160RTMF.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00293042818727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00196511066676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.983348272771	0.0109977246087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000758463766117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160QCV0.04	0.0	0.000105697072191	0.0	0.0	0.0	0.0	0.0	0.569522249234	0.0	0.0	0.0	0.0	0.000317091216573	0.0	0.0	0.0	0.0	0.000184969876334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.92728041433e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.425245745693	0.00145333474263	0.0	0.000396364020717	0.0	0.0	0.0	0.0	0.0	0.0	0.000158545608287	0.0	0.00147975901068	0.000792728041433	0.0	0.0	0.000264242680478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160R7NX.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.316251415629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.683708137842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.04465296878e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160RFX0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000539038852262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.994443753369	4.14645270971e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00306837500518	0.000290251689679	0.0	0.0	0.00161711655679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160Q67P.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.172251564511	0.00652434423683	0.0	0.0	0.0	8.87665882562e-05	0.0	0.0	0.0	0.0101637743553	0.0	0.00696817717811	0.000754516000178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021836580711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.729128755936	0.019750565887	0.0	0.00838844259021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0108295237673	0.00093204917669	0.0	0.0112289734144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00115396564733	0.0	0.0	0.0	0.0	0.0	0.0
D160R9MD.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86071942446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00402877697842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.134189263973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21361372441e-05	0.000199225235196	0.0	2.21361372441e-05	0.00081903707803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
K160QHRF.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.822896150403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00593106535363	0.0	0.0	4.47627573859e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.168957027753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00217099373321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160RJMR.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000246270757107	7.0363073459e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.955671263721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00133689839572	0.000105544610189	0.0	0.0	0.0424289332958	0.0	0.0	0.000140726146918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G160RG9X.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00364755499829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000417949010221	0.0	0.0031916106235	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000303962916524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.987575515787	0.00326760135263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5990729131e-05	0.00136783312436	0.0	0.0	0.000151981458262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160R96C.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.131364457934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0114244790779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.831020018416	0.0105719060123	0.0	0.000102308767861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00685468744671	0.00453568870852	0.0	0.0	6.82058452409e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00405824779184
A160R9GT.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.218845750262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.780398740818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000713536201469	4.19727177335e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160QV1J.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.663067393291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000778526216024	0.0	0.000812375181938	0.000236942761399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.265748231392	0.00101546897742	0.0	0.000406187590969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0106962732289	0.0	0.0	0.0572386013607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160R7Q5.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0222533520112	0.0	0.0	0.0	0.0	4.00240144086e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9766659996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000200120072043	0.000840504302582	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160QD8Q.04	0.0	0.0	0.0	0.0	0.0	0.00037856481871	0.0	0.208967779928	0.000168251030538	0.0	0.0	0.0	0.00067300412215	0.0	0.0	0.0	0.00487927988559	0.000210313788172	0.00239757718516	0.000168251030538	0.0	0.0	0.00067300412215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00138807100193	0.0	0.0	0.0	0.000757129637419	0.0	0.0	0.0	0.749305964499	0.0164044754774	0.0	0.00315470682258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00487927988559	0.0013460082443	0.0	0.00130394548667	0.00168251030538	0.0	0.0	0.0	0.0	0.0	0.0	0.00126188272903	0.0	0.0	0.0	0.0	0.0	0.0
C160RM7F.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.707050464565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.292246831325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000468469406345	2.60260781303e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000208208625042
C160RD81.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0124882577223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000884124440515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.986461844505	5.52577775322e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000110515555064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160QSY9.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.109222034679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00690501764616	0.0	0.00715052938469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000153444836581	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.835721957956	0.00224029461409	0.0	0.00552401411692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000153444836581	0.00073653521559	0.0	0.000705846248274	0.0314868804665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160Q5G2.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.727502545557	0.000526666900741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.51111267161e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000210666760296	0.0	0.0	0.0	0.267371229943	0.00326533478459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000877778167901	0.000210666760296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160R8Z3.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.727898696762	0.000638183528147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00943839849523	0.0	0.00916968964127	0.000369474674191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.227999462582	0.00796049979847	0.0	0.0126629047427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.35886067446e-05	0.00272067714631	0.0	0.00080612656187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000302297460701	0.0	0.0	0.0	0.0	0.0	0.0
G160R5R6.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0391954868776	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000294334069169	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.960412067697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.81113563895e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160RN1V.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0344659830851	0.00217049622034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.126674650101	0.0	0.0040790360003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74223486266e-05	0.472344884365	0.0584162862061	0.00785869321159	0.281228949929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.74223486266e-05	0.0	0.0113389716339	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00134720455056	0.0	0.0	0.0	0.0	0.0	0.0
A160QK8H.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0103507109005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00269194312796	0.0	0.0	3.79146919431e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00473933649289	0.0	0.0	0.0	0.00265402843602	0.0	0.0	0.0	0.957497630332	0.00754502369668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00837914691943	0.000379146919431	0.0	0.0	0.00424644549763	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00147867298578
A160R2QT.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.527288105413	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00106837606838	0.0	0.0	4.45156695157e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.469729344729	4.45156695157e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00182514245014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160RFYT.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000903170604174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00152112943861	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.382326377335	0.00147359414365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0381708418501	0.00423064125113	0.0	0.0	0.571374245377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H160R66S.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.677511875952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0305338950136	0.0	2.98766096023e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.256251680559	0.00394371246751	0.0	0.00209136267216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000149383048012	0.0289504347047	0.0	0.0	0.000537778972842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
B160QRHQ.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00255164034022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00729040097205	0.0	0.0283110571081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0202916160389	0.0	0.0	0.0	0.0	0.911725394897	0.0174362089915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000729040097205	0.0109963547995	0.0	0.0	0.000243013365735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000425273390036	0.0	0.0	0.0	0.0	0.0
J160RJ3H.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.823194850185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00535146454332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.108140947752	0.000878984514361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0609084563481	0.0	0.0	0.0	0.00152529665727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160QYT1.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00584591222406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000843440072129	0.0	0.000116336561673	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.974173283309	0.000116336561673	0.0	5.81682808365e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.81682808365e-05	0.00642759503243	0.0	0.0	0.0123025913969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.81682808365e-05	0.0	0.0	0.0	0.0	0.0
B160QRBW.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.841003249895	0.000198466843633	0.0	0.0	0.0	9.92334218165e-05	0.0	0.0	0.0	0.000198466843633	0.0	0.0	0.00171177652633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152769852886	0.00262968567814	0.0	0.000372125331812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000520975464536	9.92334218165e-05	0.0	0.000124041777271	0.000272891909995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
E160RFV6.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.72538234505	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.273276093373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000134156157768	0.0	0.0	0.0	0.00120740541991	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A160R5ZF.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0141549899914	0.0	0.0	0.0	0.0	0.000142979696883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.919002001716	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0424649699743	0.0242350586217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160Q9S4.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.599483204134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.49186395698e-05	0.0	0.0	3.49186395698e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.399573992597	6.98372791396e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000209511837419	0.000558698233117	0.0	0.0	3.49186395698e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160R4ZW.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0251155314446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000452079566004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.962477396022	0.00698211774161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00431987140848	0.000401848503114	0.0	0.0	0.000251155314446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
F160QZMZ.04	0.0	0.0	0.0	0.0	0.0	0.0	0.000289053144485	0.740925795928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000123879919065	0.0	0.000619399595326	4.1293306355e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000206466531775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.246231985795	0.00272535821943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00627658256597	0.00251889168766	0.0	0.0	4.1293306355e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
J160RXK0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0453134240095	0.00140449438202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.155381431106	0.0	0.00473092844471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.653607332939	0.0499704316972	0.00140449438202	0.0819781194559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000369603784743	0.0	0.00406564163217	0.00051744529864	0.0	0.0	0.0	0.0	0.0	0.0	0.00125665286813	0.0	0.0	0.0	0.0	0.0	0.0
D160RHJR.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.841132075472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00551886792453	0.0	9.43396226415e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0491509433962	0.00599056603774	0.0	0.000283018867925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0975943396226	0.0	0.000141509433962	9.43396226415e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
